FCT_id,food_grp_id,food_item_id,Food_grp,Food_name,local_name,Crop_ref,Edible,Energy,WATER,Protein,Fat,Carbohydrate,Fiber,ASH,CA,FE,MG,P,K,NA,ZN,CU,VITA_RAE,RETOL,B_Cart_eq,VITD,VITE,THIA,RIBF,NIA,VITB6C,FOL,VITB12,VITC,food_group_unicef
,,,Vegetables and their products,0,Gomenzer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other fruits and vegetables
2083,2,83,Starchy roots@ tubers and their products,Potato,Potato,0,0.84,81,77.8,1.9,0.1,16.9,1.8,1.5,11,0.9,27,50,551,7,0.35,0.09,1,0,14,0,0.06,0.08,0.12,1.2,0.27,18,0,17.3,Grains@ roots and tubers
2085,2,85,Starchy roots@ tubers and their products,Sweet potato@ deep yellow,Sweet potato,0,0.84,114,69.8,1.5,0.3,24.5,3,0.9,26,1.1,16,40,330,19,0.39,0.13,397,0,4770,0,0.23,0.09,0.05,0.7,0.2,52,0,31,Vitamin A rich fruits and Vegetable
4168,4,168,Vegetables and their products,Onion,Onion,0,0.91,37,89.5,1.1,0.1,6.9,1.8,0.6,25,0.3,10,39,183,4,0.26,0.04,0,0,1,0,0.04,0.05,0.04,0.2,0.1,16,0,10.3,Other fruits and vegetables
,,,Vegetables and their products,0,Shallot,,,75,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,Other fruits and vegetables
4165,4,165,Vegetables and their products,Garlic,Garlic,0,0.87,137,64.3,6.8,0.4,25,2.3,1.3,32,1.6,21,158,533,11,0.79,0.15,0,0,0,0,0.01,0.17,0.06,0.5,0.79,4,0,18,Other fruits and vegetables
4171,4,171,Vegetables and their products,Tomato@ red,Tomato,0,0.91,22,93.5,1,0.2,3.3,1.4,0.6,13,0.6,13,32,255,7,0.7,0.15,52,0,624,0,0.9,0.06,0.04,0.6,0.09,21,0,29.6,Other fruits and vegetables
4196,4,196,Vegetables and their products,Peppers@ chilli,Pepper,0,0.73,46,87.3,1.9,0.3,7.6,2.2,0.7,16,1.1,24,43,331,8,0.29,0.15,53,0,640,0,0.69,0.08,0.09,1.1,0.39,23,0,193.1,Other fruits and vegetables
4201,4,201,Vegetables and their products,Pumpkin@ squash,Pumpkin,0,0.7,29,91.9,1,0.1,5.6,0.8,0.7,19,1.2,14,33,280,8,0.32,0.13,100,0,1200,0,1.06,0.05,0.02,0.5,0.1,8,0,8,Vitamin A rich fruits and Vegetable
5222,5,222,Fruits and their products,Avocado@ ,Avocado,0,0.74,152,76.5,1.7,14.7,1.4,4.7,1.1,15,0.8,32,46,492,4,0.51,0.23,6,0,68,0,1.6,0.06,0.15,1.8,0.35,35,0,14,Other fruits and vegetables
5261,5,261,Fruits and their products,Plantain@ ripe,Banana,0,0.65,142,63.3,1.2,0.3,32,2.3,1,7,0.9,37,34,500,4,0.12,0.08,43,0,518,0,0.2,0.07,0.05,0.7,0.3,22,0,18.4,Other fruits and vegetables
5234,5,234,Fruits and their products,Mango@ orange ,Mango,0,0.71,65,82.7,0.6,0.2,13.9,2.1,0.5,17,0.7,9,18,180,3,0.11,0.06,168,0,2020,0,1.05,0.03,0.05,0.4,0.11,25,0,36.3,Vitamin A rich fruits and Vegetable
