FCT_id,food_grp_id,food_item_id,Food_grp,Food_name,Crop_ref,Edible,Energy,WATER,Protein,Fat,Carbohydrate,Fiber,ASH,CA,FE,MG,P,K,NA,ZN,CU,VITA_RAE,RETOL,B_Cart_eq,VITD,VITE,THIA,RIBF,NIA,VITB6C,FOL,VITB12,VITC,food_group_unicef
3118,3,118,Legumes and their products,"Soya bean, dried",,1,411,9.3,32,17,27.6,9.3,4.9,232,7.8,245,468,1740,5,4.73,1.48,1,0,13,0,0.72,0.7,0.28,2,0.82,375,0,,Legumes and nuts 
3140,3,140,Legumes and their products,"Lentils, dried",,1,296,10.3,25.4,1.8,29.4,30.5,2.5,61,7,103,391,855,9,3.9,0.74,3,0,42,0,0.49,0.59,0.23,2.3,0.68,295,0,,Legumes and nuts 
3114,3,114,Legumes and their products,"Cowpea, dried",,1,320,11.8,21.2,1.3,47.2,15.3,3.2,82,7.3,187,387,1210,19,4.61,0.68,3,0,32,0,0.42,0.71,0.15,3.1,0.36,417,0,0.8,Legumes and nuts 
3132,3,132,Legumes and their products,"Beans, white, dried",,1,339,8.9,22.1,1.5,53.2,10.3,3.9,74,5.7,186,429,1550,18,3.77,0.47,15,0,179,0,0.19,0.89,0.11,1.6,0.51,395,0,0,Legumes and nuts 
7336,7,336,Meat and poultry and their products,"Goat, meat",,0.74,165,68,17.5,10.6,0,0,1.1,11,2.4,27,150,385,82,3.45,0.16,0,0,0,,0.18,0.18,0.29,6.1,0.4,5,1.1,0,Flesh foods 
7292,7,292,Meat and poultry and their products,"Beef, meat, 15-20  % fat, boneless",,1,234,64.3,18.4,18,0,0,1,8,2.9,25,182,305,70,3.4,0.12,16,16,0,0.6,0.35,0.06,0.28,5.6,0.32,6,1.1,0,Flesh foods 
7293,7,293,Meat and poultry and their products,"Chicken, dark meat",,0.44,135,72.9,20.4,5.9,0,0,1,11,1.1,24,194,276,84,1.36,0.05,17,17,0,0.2,0.26,0.09,0.16,7,0.34,16,0.4,0,Flesh foods 
7326,7,326,Meat and poultry and their products,"Chicken, light meat, flesh and skin",,0.72,180,69.1,19.5,11.4,0,0,0.9,11,0.7,23,155,243,71,0.92,0.04,19,19,0,0.2,0.24,0.08,0.12,8.5,0.42,14,0.4,0,Flesh foods 
7295,7,295,Meat and poultry and their products,"Pork, meat, approx. 40 % fat, boneless",,1,392,46.6,12.3,38.8,0,0,1.2,11,1.8,16,165,300,60,3.6,0.1,0,0,0,1,0.1,0.6,0.17,3.6,0.38,3,0.7,0,Flesh foods 
10405,10,405,Milk and their products,"Milk, cow, whole, 3.5 % fat",,1,65,87.7,3.4,3.7,4.4,0,0.8,120,0.1,11,92,153,45,0.39,0.01,33,31,18,0.1,0.09,0.04,0.18,0.1,0.05,10,0.6,1.5,Dairy products 
10407,10,407,Milk and their products,"Milk, goat",,1,76,85.8,3.4,4.5,5.5,0,0.8,142,0.1,14,119,215,48,0.3,0.02,33,33,0,0.1,0.03,0.06,0.17,0.3,0.04,1,0.1,1.5,Dairy products 
10411,10,411,Milk and their products,"Cheese, goat, hard type",,1,445,29,30.5,35.6,1.2,0,3.7,895,1.9,54,729,48,346,1.59,0.63,486,478,91,0.7,0.31,0.14,1.19,2.4,0.08,4,0.1,0,Dairy products 
10427,10,427,Milk and their products,Coconut oil,,1,884,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,Dairy products 
10428,10,428,Milk and their products,Groundnut oil,,1,884,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2,0,0,0,0,0,0,0,Dairy products 
10429,10,429,Milk and their products,"Palm oil, red",,1,884,0,0,100,0,0,0,0,0,0,0,0,0,0,0,5720,0,68680,0,15.94,0,0,0,0,0,0,0,Dairy products 
10430,10,430,Milk and their products,Cottonseed oil,,1,884,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.3,0,0,0,0,0,0,0,Dairy products 
10432,10,432,Milk and their products,"Palm oil, refined",,1,884,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.94,0,0,0,0,0,0,0,Dairy products 
10434,10,434,Milk and their products,Soya oil,,1,884,0,0,100,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,8.18,0,0,0,0,0,0,0,Dairy products 
10435,10,435,Milk and their products,Vegetable oil,,1,884,0,0,100,0,0,0,0,0,0,0,0,0,0,0,,0,,0,39.22,0,0,0,0,0,0,0,Dairy products 
10426,10,426,Milk and their products,"Butter, from cow-s milk ",,1,707,19.2,0.8,79.6,0.2,0,0.3,17,0,2,21,19,16,0.12,0.01,696,675,262,1.1,2.11,0.01,0.03,0.1,,3,0.1,0,Dairy products 
20007,12,834,Miscellaneous,Teff,,0,351,0,13.3,2.4,65.1,8,2.4,180,7.6,184,429,427,12,3.63,0.81,0,0,,,,,,,,,,,"Grains, roots and tubers "
20003,12,800,Miscellaneous,Barley,,0,340,0,5.4,1.1,77.8,9.6,0.7,17,1,25,110,170,2,1.2,0.4,0,0,,,,,,,,,,,"Grains, roots and tubers "
20022,12,817,Miscellaneous,"Goat meat, dried",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Flesh foods 
20017,12,822,Miscellaneous,Kale(yabesha gomen),,0,28,0,1.6,0.1,5.6,3.7,1.5,220,0.8,44,45,420,9,0.3,0.05,240,0,,,,,,,,,,,Other fruits and vegetables 
20008,12,801,Miscellaneous,Beetroot,,0,41,0,1,0.1,9.3,2.7,1.1,12,0.4,18,23,460,30,0.3,0.09,0,0,,,,,,,,,,,Other fruits and vegetables 
12464,12,464,Miscellaneous,"Ginger, root, raw",,0.93,82,78.9,1.8,0.8,15.7,2,0.8,16,0.6,43,34,415,13,0.34,0.23,0,0,0,0,0.26,0.03,0.03,0.8,0.16,11,0,5,non-category
12465,12,465,Miscellaneous,"Ginger, roots, dried",,1,347,10.1,7.7,2.9,67.4,8.5,3.3,65,2.6,183,145,1770,55,1.45,0.96,0,0,0,0,1.1,0.16,0.27,3,0.61,37,0,2,non-category
20018,12,826,Miscellaneous,Mung bean / Masho,,0,325,0,20.9,1.3,49.6,15.4,3.1,89.4,4.4,139.4,350.4,1180,9.1,1.62,1.16,7.1,0,0,0,0,0,0,0,0,0,0,0,Legumes and nuts 
12468,12,468,Miscellaneous,"Pepper, black",,1,301,11.5,10.7,3.3,44.3,25.9,4.4,440,19.3,183,166,1290,32,1.31,1.23,19,0,231,0,0.88,0.11,0.21,1.1,0.32,14,0,10.5,non-category
12461,12,461,Miscellaneous,"Cinnamon, ground",,1,241,10.6,4,1.2,27.5,53.1,3.6,1000,8.3,60,64,431,10,1.83,0.34,15,0,177,0,2.32,0.02,0.04,1.3,0.16,6,0,3.8,non-category
12463,12,463,Miscellaneous,"Cumin, seed",,1,425,8.1,17.8,22.3,33.7,10.5,7.6,931,66.4,366,499,1790,168,4.8,0.87,64,0,762,0,3.33,0.63,0.33,4.6,0.44,10,0,7.7,non-category
20035,12,823,Miscellaneous,Kidniey bean,,0,98,0,16.4,3.6,0,0,1.1,6,4.1,17,210,257,179,2.62,0.47,131,98,,,,,,,,,,,Legumes and nuts 
20033,12,808,Miscellaneous,"Chick peas, white",,0,337,0,20.4,5.2,42,20.7,2.8,121.1,6.6,131.5,264.4,819.1,11.8,3.12,0.44,4.5,0,0,0,0,0,0,0,0,0,0,0,Legumes and nuts 
20014,12,807,Miscellaneous,"Chick peas, red",,0,286,0,18.8,5.11,39.6,25.2,2.78,150,6.78,160,267,935,27,3.37,0.85,3,3,,,,,,,,,,,Legumes and nuts 
20006,12,820,Miscellaneous,"Haricot beans, white",,0,311,0,21.8,1.8,42.6,18.6,3.7,141.5,8,165.5,403.9,1340,16.7,2.91,1.03,0,0,0,0,0,0,0,0,0,0,0,0,Legumes and nuts 
20005,12,819,Miscellaneous,"Haricot beans, red",,0,337,0,22.5,1.1,61.3,15.2,3.4,83,6.7,138,406,1359,12,2.79,0.7,0,0,0,0,0,0,0,0,0,0,0,0,Legumes and nuts 
6272,6,272,"Nuts, seeds and their products",Groundnut,,1,571,6.3,22.4,45.9,14.6,8.5,2.3,47,3.9,191,359,727,6,2.5,0.86,0,0,0,0,10.9,0.87,0.14,15.5,0.59,110,0,0,Legumes and nuts 
6266,6,266,"Nuts, seeds and their products","Coconut, mature kernel, fresh",,0.7,382,43.1,3.6,36.9,6.2,9.3,1,17,2.4,38,106,415,22,0.84,0.42,0,0,0,0,0.73,0.04,0.02,0.5,0.05,27,0,2.2,Legumes and nuts 
6286,6,286,"Nuts, seeds and their products",Groundnut paste,,1,588,7.2,25,47.2,16.5,1.5,2.6,61,4,191,349,720,17,2,0.42,0,0,0,0,10.09,0.39,0.14,15.3,0.59,110,0,0,Legumes and nuts 
6287,6,287,"Nuts, seeds and their products","Groundnut flour, with fat",,1,581,4.3,26.6,46.4,10.6,9.9,2.1,41,4,195,366,743,6,2.6,0.88,0,0,0,0,11.03,0.89,0.14,9.9,0.6,112,0,0,Legumes and nuts 
2077,2,77,"Starchy roots, tubers and their products","Cassava, tuber",,0.84,155,60.3,1.2,0.3,35.6,1.8,1,43,0.7,21,47,271,14,0.34,0.1,1,0,15,0,0.19,0.04,0.05,0.7,0.09,24,0,30,"Grains, roots and tubers "
2078,2,78,"Starchy roots, tubers and their products","Cassava, tuber, dried",,1,351,9.4,2.1,0.6,81.4,4,2.5,102,1.6,47,98,609,31,0.76,0.22,,0,,0,0.43,0.08,0.11,1.5,0.18,47,0,5,"Grains, roots and tubers "
2083,2,83,"Starchy roots, tubers and their products",Potato,,0.84,81,77.8,1.9,0.1,16.9,1.8,1.5,11,0.9,27,50,551,7,0.35,0.09,1,0,14,0,0.06,0.08,0.12,1.2,0.27,18,0,17.3,"Grains, roots and tubers "
2085,2,85,"Starchy roots, tubers and their products","Sweet potato, deep yellow",,0.84,114,69.8,1.5,0.3,24.5,3,0.9,26,1.1,16,40,330,19,0.39,0.13,397,0,4770,0,0.23,0.09,0.05,0.7,0.2,52,0,31,Vitamin A rich fruits and Vegetable 
2080,2,80,"Starchy roots, tubers and their products",Cassava flour,,1,339,12.7,1.9,0.5,78.8,3.9,2.2,138,1.5,45,102,587,30,0.74,0.22,,0,,0,0.35,0.07,0.11,1.2,0.17,47,0,4,"Grains, roots and tubers "
4158,4,158,Vegetables and their products,"Cassava, leaves",,0.85,98,73.2,7.5,0.9,12.9,4,1.8,276,5.5,58,106,605,6,0.69,0.16,286,0,3430,0,2.4,0.25,0.46,1.6,0.3,118,0,39,Vitamin A rich fruits and Vegetable 
4171,4,171,Vegetables and their products,"Tomato, red",,0.91,22,93.5,1,0.2,3.3,1.4,0.6,13,0.6,13,32,255,7,0.7,0.15,52,0,624,0,0.9,0.06,0.04,0.6,0.09,21,0,29.6,Other fruits and vegetables 
4168,4,168,Vegetables and their products,Onion,,0.91,37,89.5,1.1,0.1,6.9,1.8,0.6,25,0.3,10,39,183,4,0.26,0.04,0,0,1,0,0.04,0.05,0.04,0.2,0.1,16,0,10.3,Other fruits and vegetables 
4156,4,156,Vegetables and their products,Carrot,,0.89,36,88.8,1,0.3,5.7,3.1,1.1,35,0.7,12,42,266,42,0.26,0.06,713,0,8560,0,0.47,0.06,0.05,0.7,0.23,31,0,7,Vitamin A rich fruits and Vegetable 
4181,4,181,Vegetables and their products,"Cowpea leaves, dried",,1,282,10.3,24.4,1.9,29.8,24.1,9.5,1060,34,401,364,2850,40,3.35,1.81,201,0,2407,0,15.8,1.15,2.35,10.2,1.49,673,0,38,Vitamin A rich fruits and Vegetable 
4205,4,205,Vegetables and their products,"Pumpkin leaves, dried",,1,253,19,34.5,2.3,14.5,18,11.7,330,18.8,322,1058,3690,93,1.69,1.13,324,0,3890,0,8.12,0.63,0.66,5,1.65,238,0,9.3,Vitamin A rich fruits and Vegetable 
4155,4,155,Vegetables and their products,Cabbage,,0.8,27,91.2,1.6,0.1,3.8,2.6,0.8,41,0.6,12,37,317,12,0.2,0.02,8,0,100,0,0.15,0.05,0.04,0.3,0.1,48,0,54,Other fruits and vegetables 
4158,4,158,Vegetables and their products,"Cassava, leaves",,0.85,98,73.2,7.5,0.9,12.9,4,1.8,276,5.5,58,106,605,6,0.69,0.16,286,0,3430,0,2.4,0.25,0.46,1.6,0.3,118,0,39,Vitamin A rich fruits and Vegetable 
4160,4,160,Vegetables and their products,"Cowpea, leaves",,0.8,42,86.6,4.6,0.3,3.3,3.6,1.6,265,5.1,60,61,475,6,0.5,0.27,150,0,1800,0,2.36,0.2,0.37,1.6,0.24,129,0,57,Vitamin A rich fruits and Vegetable 
4162,4,162,Vegetables and their products,Eggplant,,0.81,30,90.9,1.1,0.2,4.6,2.6,0.6,13,0.9,12,24,264,4,0.14,0.09,3,0,30,0,0.03,0.05,0.05,0.6,0.09,26,0,6.3,Other fruits and vegetables 
4163,4,163,Vegetables and their products,Eggplant leaves,,0.8,45,87.1,4.4,0.7,4.2,1.9,1.7,332,4.3,58,44,437,6,0.73,0.18,296,0,3550,0,1.95,0.15,0.4,1.4,0.3,118,0,79,Vitamin A rich fruits and Vegetable 
4165,4,165,Vegetables and their products,Garlic,,0.87,137,64.3,6.8,0.4,25,2.3,1.3,32,1.6,21,158,533,11,0.79,0.15,0,0,0,0,0.01,0.17,0.06,0.5,0.79,4,0,18,Other fruits and vegetables 
4167,4,167,Vegetables and their products,Okra fruit,,0.86,33,89.8,1.7,0.2,4.4,3.2,0.7,84,0.8,13,40,303,8,0.6,0.09,26,0,313,0,0.36,0.04,0.08,0.7,0.22,88,0,28,Other fruits and vegetables 
4170,4,170,Vegetables and their products,"Taro, leaves",,0.6,46,85.7,4.7,0.7,3.3,3.7,1.9,105,2.2,45,56,649,3,0.66,0.27,324,0,3890,0,2.02,0.19,0.4,1.2,0.15,126,0,52,Vitamin A rich fruits and Vegetable 
4173,4,173,Vegetables and their products,Amaranth leaves,,0.94,39,87.8,3.8,0.3,4.6,1.4,2.1,380,6.2,93,58,602,13,0.72,0.15,241,0,2890,0,0.24,0.04,0.33,0.9,0.19,79,0,45,Vitamin A rich fruits and Vegetable 
4182,4,182,Vegetables and their products,Cucumber,,0.81,15,95.5,0.7,0.1,2.5,0.7,0.5,13,0.5,12,26,134,10,0.17,0.07,3,0,35,0,0.03,0.02,0.01,0.3,0.04,6,0,14,Other fruits and vegetables 
4207,4,207,Vegetables and their products,Spinach,,0.72,27,90.9,2.8,0.6,1.7,2.2,1.8,133,3.1,53,45,502,87,0.8,0.08,409,0,6040,0,2.31,0.08,0.17,0.9,0.19,176,0,36,Vitamin A rich fruits and Vegetable 
4209,4,209,Vegetables and their products,"Sweet potato, leaves",,0.8,51,84.7,4.4,0.2,6.7,2.3,1.8,37,3.6,61,87,522,9,0.29,0.04,489,0,5870,0,0.96,0.13,0.31,1,0.19,80,0,11,Vitamin A rich fruits and Vegetable 
4156,4,156,Vegetables and their products,Carrot,,0.89,36,88.8,1,0.3,5.7,3.1,1.1,35,0.7,12,42,266,42,0.26,0.06,713,0,8560,0,0.47,0.06,0.05,0.7,0.23,31,0,7,Vitamin A rich fruits and Vegetable 
4190,4,190,Vegetables and their products,Lettuce,,0.7,18,94.5,1,0.2,2.3,1.2,0.8,27,0.8,9,28,204,10,0.29,0.05,93,0,1120,0,0.6,0.06,0.15,0.4,0.2,89,0,5.3,Vitamin A rich fruits and Vegetable 
4201,4,201,Vegetables and their products,"Pumpkin, squash",,0.7,29,91.9,1,0.1,5.6,0.8,0.7,19,1.2,14,33,280,8,0.32,0.13,100,0,1200,0,1.06,0.05,0.02,0.5,0.1,8,0,8,Vitamin A rich fruits and Vegetable 
4197,4,197,Vegetables and their products,"Pepper, sweet, red",,0.83,33,90.3,1.3,0.3,5.2,2.1,0.8,12,0.4,12,39,267,6,0.33,0.05,191,0,2300,0,1.73,0.07,0.09,1.2,0.32,45,0,161.2,Vitamin A rich fruits and Vegetable 
4199,4,199,Vegetables and their products,"Pepper, sweet, green",,0.83,26,92.2,0.9,0.2,4.1,2,0.5,17,0.3,9,31,239,6,0.12,0.07,29,0,353,0,0.7,0.08,0.09,0.5,0.28,26,0,112.9,Other fruits and vegetables 
4209,4,209,Vegetables and their products,"Sweet potato, leaves",,0.8,51,84.7,4.4,0.2,6.7,2.3,1.8,37,3.6,61,87,522,9,0.29,0.04,489,0,5870,0,0.96,0.13,0.31,1,0.19,80,0,11,Vitamin A rich fruits and Vegetable 
4195,4,195,Vegetables and their products,"Parsley, fresh",,0.95,48,84.9,3.5,0.4,5.7,3.3,2.2,217,4.9,27,58,600,28,0.77,0.16,583,0,7000,0,0.75,0.14,0.21,1.3,0.22,170,0,175,Vitamin A rich fruits and Vegetable 
4196,4,196,Vegetables and their products,"Peppers, chilli",,0.73,46,87.3,1.9,0.3,7.6,2.2,0.7,16,1.1,24,43,331,8,0.29,0.15,53,0,640,0,0.69,0.08,0.09,1.1,0.39,23,0,193.1,Other fruits and vegetables 
4154,4,154,Vegetables and their products,Okra leaves,,0.8,40,86.2,2.7,0.3,4.3,4.9,1.6,297,0.6,38,73,199,4,0.88,0.01,56,0,672,0,0.73,0.16,0.41,0.2,0.3,118,0,36,Vitamin A rich fruits and Vegetable 
4167,4,167,Vegetables and their products,Okra fruit,,0.86,33,89.8,1.7,0.2,4.4,3.2,0.7,84,0.8,13,40,303,8,0.6,0.09,26,0,313,0,0.36,0.04,0.08,0.7,0.22,88,0,28,Other fruits and vegetables 
10001,4,1001,Vegetables and their products,Cauliflower,https://fdc.nal.usda.gov/fdc-app.html#/food-details/169986/nutrients,,25,,1.92,0.28,4.97,2,,,0.42,,,,,,,0,,,,,,,,,,,,Other fruits and vegetables 
10003,2,1003,"Starchy roots, tubers and their products",Kocho (Enset),https://www.researchgate.net/publication/331834378_Nutrition_Food_Science_A_review_on_nutritional_profile_of_the_food_from_enset_A_staple_diet_for_more_than_25_per_cent_population_in_Ethiopia_Article_information_For_Authors_A_review_on_nutritional_pro,,400,,1.51,0.51,90.7,3.44,3.81,,135,,,,,,,,,,,,,,,,,,,"Grains, roots and tubers "
10004,2,1004,"Starchy roots, tubers and their products",Amicho (Enset),https://www.researchgate.net/publication/331834378_Nutrition_Food_Science_A_review_on_nutritional_profile_of_the_food_from_enset_A_staple_diet_for_more_than_25_per_cent_population_in_Ethiopia_Article_information_For_Authors_A_review_on_nutritional_pro,,333,,8.3,0.6,64.8,1.74,3.2,,123,,,,,,,,,,,,,,,,,,,"Grains, roots and tubers "
10005,2,1005,"Starchy roots, tubers and their products",Bulla (Enset),https://www.researchgate.net/publication/331834378_Nutrition_Food_Science_A_review_on_nutritional_profile_of_the_food_from_enset_A_staple_diet_for_more_than_25_per_cent_population_in_Ethiopia_Article_information_For_Authors_A_review_on_nutritional_pro,,336,,0.6,0.1,89.6,1,1,,59.8,,,,,,,,,,,,,,,,,,,"Grains, roots and tubers "
10006,2,1006,"Starchy roots, tubers and their products",Injera (teff),"https://www.nutritionvalue.org/Injera%2C_Ethiopian_bread_51807000_nutritional_value.html?size=100+g, https://pubmed.ncbi.nlm.nih.gov/29052470/#:~:text=The%20iron%20concentration%20in%20injera,due%20to%20contamination%20with%20soil.",,100.8,,3.84,0.64,20,,,,34.7,,,,,,,,,,,,,,,,,,,"Grains, roots and tubers "
