FCT_id,food_grp_id,food_item_id,Food_grp,Food_name,Crop_ref,Edible,Energy,WATER,Protein,Fat,Carbohydrate,Fiber,ASH,CA,FE,MG,P,K,NA,ZN,CU,VITA_RAE,RETOL,B_Cart_eq,VITD,VITE,THIA,RIBF,NIA,VITB6C,FOL,VITB12,VITC,food_group_unicef
1034,1,34,Cereals and their products,Rice@ brown,,1,356,11.9,7.8,2.2,73.8,3,1.3,22,1.9,143,277,249,6,2.02,0.28,0,0,0,0,0.6,0.38,0.07,5,0.51,40,0,0,Grains@ roots and tubers 
1036,1,36,Cereals and their products,Rice@ white@ polished,,1,359,11,6.1,0.5,80.6,1.1,0.7,11,0.7,35,108,95,3,1.1,0.17,0,0,0,0,0.03,0.07,0.03,0.4,0.13,20,0,0,Grains@ roots and tubers 
1037,1,37,Cereals and their products,Rice@ white,,1,354,12.1,6.9,0.6,78.3,1.4,0.7,12,1.4,35,115,98,5,1.16,0.18,0,0,0,0,0.11,0.07,0.04,1.3,0.2,20,0,0,Grains@ roots and tubers 
1040,1,40,Cereals and their products,Sorghum@ white,,1,370,9.4,9.3,3.9,65.5,9.9,2,24,3.9,311,249,298,14,2.08,0.18,0,0,0,0,1.1,0.36,0.17,3.4,0.25,30,0,0,Grains@ roots and tubers 
1044,1,44,Cereals and their products,Bread@ maize with milk and egg,,1,249,50.4,7.6,11.3,28.2,1.2,1.3,70,0.7,35,150,189,192,0.76,0.06,45,0,534,2.1,2.17,0.16,0.18,0.4,0.05,17,0.6,0,Grains@ roots and tubers 
1045,1,45,Cereals and their products,Bread white,,1,268,34.3,9.1,2.7,49.6,2.7,1.7,26,1.2,23,98,139,518,0.8,0.13,0,0,0,0,0.4,0.18,0.06,1.7,0.04,28,0,0,Grains@ roots and tubers 
1046,1,46,Cereals and their products,Bread@ wheat@ white,,1,251,36.5,8.4,1.8,48.4,3.1,1.9,28,1.2,23,93,117,547,0.6,0.16,0,0,0,0,0.5,0.16,0.05,1.5,0.06,29,0,0,Grains@ roots and tubers 
1048,1,48,Cereals and their products,Bread@ wheat@ wholemeal,,1,237,39.1,8.9,2.3,41.5,6.2,2.1,49,2,53,235,226,499,1.4,0.23,0,0,0,0,0.3,0.23,0.09,3.2,0.13,45,,0,Grains@ roots and tubers 
1051,1,51,Cereals and their products,Fonio@ boiled,https://en.wikipedia.org/wiki/Fonio,1,147,63.5,2.9,0.5,31.7,0.9,0.5,12,0.7,50,42,58,5,0.82,0.18,0,0,0,0,0.02,0.05,0.07,0.4,0.19,8,0,0,Grains@ roots and tubers 
1054,1,54,Cereals and their products,Maize@ yellow@ flour of whole-grain,,1,356,11.3,9.3,4.4,64.3,9.4,1.3,18,3,123,241,346,5,1.73,0.23,28,0,336,0,1.3,0.44,0.13,1.9,0.3,10,0,0,Grains@ roots and tubers 
1055,1,55,Cereals and their products,Maize@ yellow@ grit@ degermed,,1,356,11,7.6,0.7,76.6,3.4,0.7,8,0.3,27,73,137,1,0.4,0.08,10,0,123,0,0.1,0.07,0.04,0.6,0.15,5,0,0,Grains@ roots and tubers 
1057,1,57,Cereals and their products,Maize@ white@ flour of whole grain,,1,354,11.5,9.7,4,64.5,9,1.4,18,3.8,93,198,315,11,1.73,0.23,0,0,1,0,1.3,0.5,0.12,1.4,0.37,25,0,0,Grains@ roots and tubers 
1058,1,58,Cereals and their products,Maize@ white@ flour refined,,1,359,11.6,7.6,2.9,71.6,5.5,0.8,6,1.2,83,105,180,7,1.53,0.22,0,0,0,0,0.49,0.38,0.05,1.6,0.37,29,0,0,Grains@ roots and tubers 
1059,1,59,Cereals and their products,Maize@ white@ flour degermed ,,1,366,10,7.1,1.5,78.6,2.2,0.5,4,1,32,92,143,2,0.51,0.11,0,0,0,0,0.42,0.13,0.04,0.8,0.08,10,0,0,Grains@ roots and tubers 
1060,1,60,Cereals and their products,Maize@ white@ grit@ degermed,,1,361,9.5,8.8,0.6,77.1,3.4,0.7,4,0.3,27,73,137,1,0.43,0.1,0,0,0,0,0.1,0.09,0.19,0.8,0.1,5,0,0,Grains@ roots and tubers 
1063,1,63,Cereals and their products,Pearl millet@ flour (without bran),https://en.wikipedia.org/wiki/Pearl_millet,1,359,12,7.4,3.2,72.1,4.6,0.8,13,5.8,,,,19,2.91,,0,0,3,0,0.03,0.18,0.14,1.3,,,0,0,Grains@ roots and tubers 
1065,1,65,Cereals and their products,Rice@ red native@ hulled,,1,363,11.3,7.4,,77.3,0.4,1.4,38,2.8,,294,,,,,0,0,0,0,,0.34,0.1,6.5,,,0,0,Grains@ roots and tubers 
1067,1,67,Cereals and their products,Rice@ red native@  milled,,1,359,11.4,6.3,,81.4,0.2,0.4,22,1.7,,98,194,,,,0,0,0,0,,0.06,0.1,2,,,0,0,Grains@ roots and tubers 
1075,1,75,Cereals and their products,Maize@ yellow@ stiff porridge,,1,131,67,2.8,0.3,28.4,1.3,0.1,3,0.1,10,26,40,,0.14,0.03,3,0,41,0,0.04,0.02,0.01,0.2,0.03,1,0,0,Grains@ roots and tubers 
1076,1,76,Cereals and their products,Maize@ white@ stiff porridge,,1,134,66.5,3.3,0.2,28.5,1.3,0.2,2,0.1,10,26,40,,0.15,0.04,0,0,0,0,0.04,0.02,0.05,0.3,0.02,1,0,0,Grains@ roots and tubers 
2077,2,77,Starchy roots@ tubers and their products,Cassava@ tuber,,0.84,155,60.3,1.2,0.3,35.6,1.8,1,43,0.7,21,47,271,14,0.34,0.1,1,0,15,0,0.19,0.04,0.05,0.7,0.09,24,0,30,Grains@ roots and tubers 
2078,2,78,Starchy roots@ tubers and their products,Cassava@ tuber@ dried,,1,351,9.4,2.1,0.6,81.4,4,2.5,102,1.6,47,98,609,31,0.76,0.22,,0,,0,0.43,0.08,0.11,1.5,0.18,47,0,5,Grains@ roots and tubers 
2080,2,80,Starchy roots@ tubers and their products,Cassava flour,,1,339,12.7,1.9,0.5,78.8,3.9,2.2,138,1.5,45,102,587,30,0.74,0.22,,0,,0,0.35,0.07,0.11,1.2,0.17,47,0,4,Grains@ roots and tubers 
2081,2,81,Starchy roots@ tubers and their products,Cocoyam@ tuber ,,0.81,131,64.7,2.4,0.2,27.4,4.1,1.2,11,0.6,13,58,457,7,0.38,0.16,,0,,0,2.4,0.1,0.03,0.8,0.24,22,0,8,Grains@ roots and tubers 
2083,2,83,Starchy roots@ tubers and their products,Potato,,0.84,81,77.8,1.9,0.1,16.9,1.8,1.5,11,0.9,27,50,551,7,0.35,0.09,1,0,14,0,0.06,0.08,0.12,1.2,0.27,18,0,17.3,Grains@ roots and tubers 
2085,2,85,Starchy roots@ tubers and their products,Sweet potato@ deep yellow,,0.84,114,69.8,1.5,0.3,24.5,3,0.9,26,1.1,16,40,330,19,0.39,0.13,397,0,4770,0,0.23,0.09,0.05,0.7,0.2,52,0,31,Vitamin A rich fruits and Vegetable 
2087,2,87,Starchy roots@ tubers and their products,Sweet potato@ yellow,,0.84,117,68.9,1.5,0.2,25.5,3,0.9,36,1.1,16,38,461,23,0.39,0.13,135,0,1620,0,0.19,0.09,0.04,0.7,0.27,52,0,32.7,Vitamin A rich fruits and Vegetable 
2089,2,89,Starchy roots@ tubers and their products,Taro@ tuber,,0.86,93,74,1.7,0.1,19,4.1,1.1,33,0.9,22,88,399,12,0.42,0.2,2,0,23,0,1.19,0.1,0.03,0.8,0.24,22,0,8,Grains@ roots and tubers 
2091,2,91,Starchy roots@ tubers and their products,Water yam@ tuber,,0.81,126,65.5,2.4,0.1,26.5,4.1,1.4,15,0.8,21,69,816,6,0.43,0.21,2,0,30,0,0.3,0.05,0.03,0.5,0.33,26,0,15,Grains@ roots and tubers 
2093,2,93,Starchy roots@ tubers and their products,Yam tuber,,0.81,129,65.2,1.9,0.2,27.5,4.1,1.1,26,0.8,12,53,816,5,0.64,0.11,2,0,30,0,0.46,0.32,0.07,0.4,0.34,26,0,12.8,Grains@ roots and tubers 
2095,2,95,Starchy roots@ tubers and their products,Cassava sweet@ tuber@ dried,,1,354,8.7,1.3,0.5,82.5,4.1,2.9,121,1.6,48,118,614,32,0.77,0.23,,0,,0,0.43,0.08,0.11,1.5,0.18,48,0,4.7,Grains@ roots and tubers 
2096,2,96,Starchy roots@ tubers and their products,Sweet potato@ pale yellow,,0.84,116,69.2,1.5,0.2,25.3,3,0.9,27,1.1,16,51,457,20,0.39,0.13,3,0,39,0,0.17,0.09,0.04,0.6,0.27,52,0,22.3,Grains@ roots and tubers 
2098,2,98,Starchy roots@ tubers and their products,Tiger nut@ tuber,https://en.wikipedia.org/wiki/Cyperus_esculentus,0.9,304,38.7,3.5,15.5,34.3,6.9,1.1,20,2.6,141,179,265,18,0.4,0.1,0,0,0,0,5.3,0.28,0.09,1.3,,,0,17,Grains@ roots and tubers 
2100,2,100,Starchy roots@ tubers and their products,Tiger nut@ tuber dried,https://en.wikipedia.org/wiki/Cyperus_esculentus,1,466,9,4.9,26.3,47.8,10.2,1.8,40,3.9,210,219,415,27,0.59,0.15,0,0,0,0,4.7,0.35,0.13,1.8,,,0,2.1,Grains@ roots and tubers 
2110,2,110,Starchy roots@ tubers and their products,Yam tuber@ flour,,1,315,14,3.4,0.4,67.9,11.6,2.7,64,1.9,31,110,2310,25,1.57,0.28,,0,,0,0.82,0.1,0.08,1.1,0.83,51,0,3.2,Grains@ roots and tubers 
4151,4,151,Vegetables and their products,Baobab@ leaves@  raw,,0.82,72,76.7,3.5,0.5,9.2,7.2,2.8,313,3.9,52,85,391,6,0.9,0.18,197,0,2360,0,1.42,0.03,0.04,1.9,0.3,118,0,47,Vitamin A rich fruits and Vegetable 
4153,4,153,Vegetables and their products,Beans@ green raw,,0.83,40,87.9,3.1,0.2,5,2.5,1.2,47,1.1,25,56,242,2,0.27,0.08,24,0,286,0,0.28,0.1,0.1,0.7,0.2,62,0,17.5,Other fruits and vegetables 
4154,4,154,Vegetables and their products,Okra leaves,,0.8,40,86.2,2.7,0.3,4.3,4.9,1.6,297,0.6,38,73,199,4,0.88,0.01,56,0,672,0,0.73,0.16,0.41,0.2,0.3,118,0,36,Vitamin A rich fruits and Vegetable 
4155,4,155,Vegetables and their products,Cabbage,,0.8,27,91.2,1.6,0.1,3.8,2.6,0.8,41,0.6,12,37,317,12,0.2,0.02,8,0,100,0,0.15,0.05,0.04,0.3,0.1,48,0,54,Other fruits and vegetables 
4158,4,158,Vegetables and their products,Cassava@ leaves,,0.85,98,73.2,7.5,0.9,12.9,4,1.8,276,5.5,58,106,605,6,0.69,0.16,286,0,3430,0,2.4,0.25,0.46,1.6,0.3,118,0,39,Vitamin A rich fruits and Vegetable 
4159,4,159,Vegetables and their products,Cocoyam@ leaves,,0.6,35,90.2,3.2,0.7,3.1,1.6,1.3,63,2.4,64,60,418,3,0.41,0.27,376,0,4510,0,2.02,0.21,0.42,1.2,0.15,126,0,37,Vitamin A rich fruits and Vegetable 
4160,4,160,Vegetables and their products,Cowpea@ leaves,,0.8,42,86.6,4.6,0.3,3.3,3.6,1.6,265,5.1,60,61,475,6,0.5,0.27,150,0,1800,0,2.36,0.2,0.37,1.6,0.24,129,0,57,Vitamin A rich fruits and Vegetable 
4161,4,161,Vegetables and their products,Drumstick  leaves,,0.8,87,76.5,8.3,1.2,9.6,2,2.4,434,6.1,70,101,404,7,0.9,0.16,738,0,8850,0,3.07,0.23,0.73,2.7,1.2,205,0,164,Vitamin A rich fruits and Vegetable 
4162,4,162,Vegetables and their products,Eggplant,,0.81,30,90.9,1.1,0.2,4.6,2.6,0.6,13,0.9,12,24,264,4,0.14,0.09,3,0,30,0,0.03,0.05,0.05,0.6,0.09,26,0,6.3,Other fruits and vegetables 
4163,4,163,Vegetables and their products,Eggplant leaves,,0.8,45,87.1,4.4,0.7,4.2,1.9,1.7,332,4.3,58,44,437,6,0.73,0.18,296,0,3550,0,1.95,0.15,0.4,1.4,0.3,118,0,79,Vitamin A rich fruits and Vegetable 
4165,4,165,Vegetables and their products,Garlic,,0.87,137,64.3,6.8,0.4,25,2.3,1.3,32,1.6,21,158,533,11,0.79,0.15,0,0,0,0,0.01,0.17,0.06,0.5,0.79,4,0,18,Other fruits and vegetables 
4166,4,166,Vegetables and their products,Roselle leaves,,0.8,40,86.7,2.8,0.2,4.1,5,1.2,212,4.1,58,65,437,6,0.9,0.18,215,0,2580,0,1.9,0.17,0.45,1.2,0.3,117,0,33,Vitamin A rich fruits and Vegetable 
4167,4,167,Vegetables and their products,Okra fruit,,0.86,33,89.8,1.7,0.2,4.4,3.2,0.7,84,0.8,13,40,303,8,0.6,0.09,26,0,313,0,0.36,0.04,0.08,0.7,0.22,88,0,28,Other fruits and vegetables 
4168,4,168,Vegetables and their products,Onion,,0.91,37,89.5,1.1,0.1,6.9,1.8,0.6,25,0.3,10,39,183,4,0.26,0.04,0,0,1,0,0.04,0.05,0.04,0.2,0.1,16,0,10.3,Other fruits and vegetables 
4170,4,170,Vegetables and their products,Taro@ leaves,,0.6,46,85.7,4.7,0.7,3.3,3.7,1.9,105,2.2,45,56,649,3,0.66,0.27,324,0,3890,0,2.02,0.19,0.4,1.2,0.15,126,0,52,Vitamin A rich fruits and Vegetable 
4172,4,172,Vegetables and their products,Vernonia@ leaves,,0.8,55,82.8,4.4,0.6,5.5,5.1,1.6,162,2.8,58,67,437,6,1.01,0.18,241,0,2900,0,1.56,0.16,0.41,1.4,0.3,113,0,27,Vitamin A rich fruits and Vegetable 
4173,4,173,Vegetables and their products,Amaranth leaves,,0.94,39,87.8,3.8,0.3,4.6,1.4,2.1,380,6.2,93,58,602,13,0.72,0.15,241,0,2890,0,0.24,0.04,0.33,0.9,0.19,79,0,45,Vitamin A rich fruits and Vegetable 
4182,4,182,Vegetables and their products,Cucumber,,0.81,15,95.5,0.7,0.1,2.5,0.7,0.5,13,0.5,12,26,134,10,0.17,0.07,3,0,35,0,0.03,0.02,0.01,0.3,0.04,6,0,14,Other fruits and vegetables 
4186,4,186,Vegetables and their products,False sesame@ leaves,,0.8,69,80.6,5.3,0.8,9.1,1.8,2.4,442,3.2,58,63,404,6,0.95,0.49,,0,,0,2.02,0.16,0.41,1.4,0.3,118,0,28,Other fruits and vegetables 
4188,4,188,Vegetables and their products,Jute (bush-okra) leaves,,0.8,59,82.9,3.9,0.3,9.1,2,1.8,360,4.2,58,122,437,6,0.44,0.18,261,0,3130,0,0.79,0.15,0.53,1.2,0.3,118,0,80,Vitamin A rich fruits and Vegetable 
4194,4,194,Vegetables and their products,Onions@ dried,,1,359,4.2,9.6,1.1,71.1,10.7,3.4,239,2.1,64,282,1510,21,1.8,0.42,1,0,11,0,0.4,0.37,0.1,0.9,1.6,166,0,54,Other fruits and vegetables 
4195,4,195,Vegetables and their products,Parsley@ fresh,,0.95,48,84.9,3.5,0.4,5.7,3.3,2.2,217,4.9,27,58,600,28,0.77,0.16,583,0,7000,0,0.75,0.14,0.21,1.3,0.22,170,0,175,Vitamin A rich fruits and Vegetable 
4196,4,196,Vegetables and their products,Peppers@ chilli,,0.73,46,87.3,1.9,0.3,7.6,2.2,0.7,16,1.1,24,43,331,8,0.29,0.15,53,0,640,0,0.69,0.08,0.09,1.1,0.39,23,0,193.1,Other fruits and vegetables 
4197,4,197,Vegetables and their products,Pepper@ sweet@ red,,0.83,33,90.3,1.3,0.3,5.2,2.1,0.8,12,0.4,12,39,267,6,0.33,0.05,191,0,2300,0,1.73,0.07,0.09,1.2,0.32,45,0,161.2,Vitamin A rich fruits and Vegetable 
4199,4,199,Vegetables and their products,Pepper@ sweet@ green,,0.83,26,92.2,0.9,0.2,4.1,2,0.5,17,0.3,9,31,239,6,0.12,0.07,29,0,353,0,0.7,0.08,0.09,0.5,0.28,26,0,112.9,Other fruits and vegetables 
4203,4,203,Vegetables and their products,Pumpkin leaves,,0.41,27,90.4,3.7,0.3,1.3,2.4,1.9,39,2.2,38,125,468,11,0.2,0.13,192,0,2300,0,0.96,0.09,0.08,0.6,0.21,36,0,11,Vitamin A rich fruits and Vegetable 
4207,4,207,Vegetables and their products,Spinach,,0.72,27,90.9,2.8,0.6,1.7,2.2,1.8,133,3.1,53,45,502,87,0.8,0.08,409,0,6040,0,2.31,0.08,0.17,0.9,0.19,176,0,36,Vitamin A rich fruits and Vegetable 
4209,4,209,Vegetables and their products,Sweet potato@ leaves,,0.8,51,84.7,4.4,0.2,6.7,2.3,1.8,37,3.6,61,87,522,9,0.29,0.04,489,0,5870,0,0.96,0.13,0.31,1,0.19,80,0,11,Vitamin A rich fruits and Vegetable 
4216,4,216,Vegetables and their products,Tomato paste@ concentrated,,1,90,73.5,4.3,0.5,14.8,4.1,2.8,64,3,60,86,1010,98,0.4,0.3,75,0,901,0,4.6,0.06,0.15,3.1,0.22,10,0,17.8,Other fruits and vegetables 
4218,4,218,Vegetables and their products,Turnip ,,0.81,28,91.3,0.9,0.2,4.4,2.5,0.7,41,0.3,15,35,262,44,0.22,0.1,3,0,36,0,,0.04,0.04,0.8,0.08,24,0,23.7,Other fruits and vegetables 
5221,5,221,Fruits and their products,African locust bean,,,306,15.9,3.3,0.9,64,12.6,3.2,118,3.6,88,123,1670,5,0.8,0.02,203,0,2430,0,,1.07,0.7,1.3,,,0,234,Vitamin A rich fruits and Vegetable 
5222,5,222,Fruits and their products,Avocado@ ,,0.74,152,76.5,1.7,14.7,1.4,4.7,1.1,15,0.8,32,46,492,4,0.51,0.23,6,0,68,0,1.6,0.06,0.15,1.8,0.35,35,0,14,Other fruits and vegetables 
5223,5,223,Fruits and their products,Banana@ white ,,0.64,101,73.6,1.2,0.2,22.1,2,0.8,7,0.3,29,24,369,2,0.17,0.08,4,0,50,0,0.37,0.04,0.04,0.6,0.34,19,0,10.4,Other fruits and vegetables 
5224,5,224,Fruits and their products,Baobab@ fruit/Monkey bread@ ,,0.28,306,17.7,2.4,0.6,68.2,6.8,4.3,276,5.5,91,83,1020,,3.6,0.7,6,0,70,0,,0.37,0.06,2.1,0.02,,0,247,Other fruits and vegetables 
5225,5,225,Fruits and their products,Breadfruit,,0.8,109,71.7,1.5,0.3,23.9,1.9,0.9,29,2,,34,422,13,,,1,0,15,0,,0.09,0.05,1,,,0,27.7,Other fruits and vegetables 
5227,5,227,Fruits and their products,Dattock@ ,,0.47,127,66.9,1.9,0.4,27.3,2.3,1.2,27,0.5,20,48,345,2,0.17,0.1,14,0,165,0,0.04,0.13,0.05,0.6,0.1,21,0,1130,Other fruits and vegetables 
5228,5,228,Fruits and their products,Dattock@ dried ,,1,325,14,3.4,1,71.2,7.1,3.3,110,1.4,53,125,807,5,0.44,0.24,7,0,86,0,0.11,0.27,0.12,1.4,0.25,33,0,294,Other fruits and vegetables 
5230,5,230,Fruits and their products,Gumvine,,0.32,76,80.4,0.7,0.2,17.1,1.3,0.4,53,1.3,116,32,,4,,0.03,,0,,0,,0.13,0.03,0.7,0.02,,0,36,Other fruits and vegetables 
5231,5,231,Fruits and their products,Jujube,,0.93,92,76.3,1.5,0.3,20,1.5,0.5,32,0.8,10,24,255,3,0.07,0.07,2,0,22,0,,0.02,0.03,1,0.08,,0,62.8,Other fruits and vegetables 
5232,5,232,Fruits and their products,Landolphia@ ,,0.36,64,83.7,0.8,0.1,14.5,0.3,0.6,14,1.2,45,29,180,,0.52,0.03,,0,,0,,0.04,0.03,0.1,0.06,,0,35.6,Other fruits and vegetables 
5233,5,233,Fruits and their products,Lemon,,0.64,36,90.2,0.4,0.5,6.3,2.1,0.3,21,0.6,16,20,156,5,0.1,0.04,1,0,9,0,0.15,0.04,0.02,0.3,0.05,11,0,45.5,Other fruits and vegetables 
5234,5,234,Fruits and their products,Mango@ orange ,,0.71,65,82.7,0.6,0.2,13.9,2.1,0.5,17,0.7,9,18,180,3,0.11,0.06,168,0,2020,0,1.05,0.03,0.05,0.4,0.11,25,0,36.3,Vitamin A rich fruits and Vegetable 
5235,5,235,Fruits and their products,Orange,,0.73,45,87.8,0.7,0.3,8.9,1.7,0.5,31,0.2,11,19,166,2,0.1,0.05,8,0,90,0,0.28,0.04,0.03,0.2,0.07,33,0,46.8,Other fruits and vegetables 
5236,5,236,Fruits and their products,Papaya@ fruit@ ripe,,0.62,36,89.8,0.5,0.1,7.3,1.9,0.4,20,0.7,19,15,210,3,0.12,0.02,80,0,996,0,0.13,0.03,0.03,0.4,0.02,25,0,58,Vitamin A rich fruits and Vegetable 
5237,5,237,Fruits and their products,Pineapple@ ,,0.51,54,85.8,0.4,0.2,12,1.3,0.3,20,0.5,12,12,205,2,0.11,0.2,5,0,61,0,0.1,0.07,0.03,0.2,0.09,12,0,29.8,Other fruits and vegetables 
5238,5,238,Fruits and their products,Soapberry@ fruit,,0.57,111,71.4,1.6,,25.5,0.5,1,23,3,2,90,,,,0.05,30,0,360,0,,0.03,0.04,,,,0,51.5,Other fruits and vegetables 
5239,5,239,Fruits and their products,Tamarind@ immature fruit,,,60,80.1,2.2,0.2,8.1,8.4,1,60,0.7,19,61,308,3,0.03,0.02,1,0,10,0,0.03,0.24,0.07,0.5,0.02,4,0,9.5,Other fruits and vegetables 
5240,5,240,Fruits and their products,Tamarind@ fruit@ ripe,,0.47,251,26.9,4.2,0.6,47.6,18.3,2.4,151,2.2,68,103,648,11,0.11,0.09,1,0,7,0,0.09,0.26,0.14,1,0.07,15,0,3.5,Other fruits and vegetables 
5241,5,241,Fruits and their products,Watermelon@ fruit,,0.56,30,92.5,0.5,0.2,6.2,0.3,0.3,7,0.3,10,9,109,3,0.1,0.03,42,0,503,0,0.05,0.03,0.04,0.1,0.07,4,0,7.2,Other fruits and vegetables 
5242,5,242,Fruits and their products,African fan palm@ fruit@ ,,,44,87.6,0.8,0.1,8.9,2,0.6,27,1,,30,54,1,,,,0,,0,,0.04,0.02,0.3,,,0,4,Other fruits and vegetables 
5243,5,243,Fruits and their products,African locust bean@ flour from fruit@ ,,1,337,7.7,4.6,1.3,69,13.3,4.1,162,4,96,135,1650,6,1.1,0.02,44,0,533,0,,0.94,0.74,1.2,,,0,26,Other fruits and vegetables 
5244,5,244,Fruits and their products,Akee@ ,,,202,69.2,6.8,18.2,2.7,1.6,1.6,26,2.7,97,51,340,,,,46,0,555,0,,0.13,0.14,1.4,,,0,26,Other fruits and vegetables 
5245,5,245,Fruits and their products,Apple@ with skin,,0.9,54,85.6,0.3,0.2,11.4,2.4,0.2,6,0.1,5,11,107,1,0.04,0.03,3,0,33,0,0,0.02,0.03,0.1,0.04,3,0,4.6,Other fruits and vegetables 
5246,5,246,Fruits and their products,Apple@ without skin,,0.77,51,86.7,0.3,0.1,11.5,1.3,0.2,5,0.1,4,11,90,0,0.05,0.03,2,0,24,0,0,0.02,0.03,0.1,0.04,0,0,4,Other fruits and vegetables 
5247,5,247,Fruits and their products,Banana@ yellow ,,0.64,107,72,1.4,0.2,23.6,2,0.8,6,0.3,29,25,376,2,0.2,0.08,119,0,1430,0,0.37,0.03,0.04,0.6,0.34,17,0,13.4,Vitamin A rich fruits and Vegetable 
5248,5,248,Fruits and their products,Clementine,,0.77,48,87,0.9,0.1,9.9,1.7,0.4,31,0.1,10,20,154,3,0.08,0.03,6,0,75,0,0,0.09,0.04,0.5,0.07,21,0,51.4,Other fruits and vegetables 
5249,5,249,Fruits and their products,Dates,,0.9,151,60.7,1.5,0.1,34.2,2.7,0.8,24,0.3,24,28,410,2,0.2,0.12,2,0,18,0,0.05,0.06,0.07,0.7,0.12,25,0,14,Other fruits and vegetables 
5250,5,250,Fruits and their products,Dates@ dried,,1,311,18.7,2.3,0.3,70.1,6.9,1.6,46,1.1,45,56,669,4,0.36,0.28,1,0,7,0,0.1,0.06,0.08,1.6,0.2,36,0,3,Other fruits and vegetables 
5251,5,251,Fruits and their products,Fig ,,0.99,71,80.9,1.1,0.3,14.5,2.6,0.7,44,0.5,17,17,221,2,0.24,0.07,4,0,50,0,0,0.06,0.06,0.6,0.11,7,0,2,Other fruits and vegetables 
5252,5,252,Fruits and their products,Fig@ dried ,,0.99,280,25.7,3.4,1.1,58.4,9.6,1.9,202,2.1,80,80,887,10,0.72,0.28,2,0,23,0,0,0.08,0.09,0.7,0.14,10,0,1.2,Other fruits and vegetables 
5253,5,253,Fruits and their products,Fruit cocktail@ canned in syrup,,1,73,81.1,0.4,0.1,16.4,1.7,0.2,6,0.3,5,11,93,5,0.09,0.05,5,0,54,0,0.6,0.02,0.02,0.4,0.04,3,0,3,Other fruits and vegetables 
5254,5,254,Fruits and their products,Grapefruit@ ,,0.49,34,90.7,0.7,0.1,6.8,1.2,0.5,20,0.3,9,16,164,2,0.07,0.05,1,0,18,0,0.25,0.05,0.02,0.2,0.04,12,0,36.1,Other fruits and vegetables 
5255,5,255,Fruits and their products,Mango@ deep orange ,,0.71,77,79.7,0.4,0.2,17.3,2.1,0.3,12,0.7,9,14,157,2,0.1,0.09,393,0,4720,0,1.05,0.09,0.03,0.4,0.13,29,0,65.5,Vitamin A rich fruits and Vegetable 
5256,5,256,Fruits and their products,Mango@ pale ,,0.71,53,85.5,0.5,0.2,11.1,2.1,0.3,8,0.6,7,14,138,,0.1,0.06,59,0,708,0,1.05,0.04,0.03,0.3,0.09,21,0,7.9,Vitamin A rich fruits and Vegetable 
5257,5,257,Fruits and their products,Melon@ honeydew,,0.46,29,92,0.6,0.1,6,0.8,0.6,7,0.3,9,16,228,27,0.09,0.03,3,0,31,0,0.08,0.03,0.01,0.5,0.07,12,0,14.2,Other fruits and vegetables 
5258,5,258,Fruits and their products,Melon@ cantaloup,,0.51,33,90.8,0.7,0.2,6.7,0.9,0.7,13,0.2,12,22,248,13,0.18,0.04,158,0,1900,0,0.07,0.04,0.02,0.7,0.08,16,0,30.2,Vitamin A rich fruits and Vegetable 
5259,5,259,Fruits and their products,Palm nuts@ ,,0.4,521,28.7,1.8,50.7,14.1,3.8,1,53,4.8,,56,,,,,,0,,,,0.2,0.1,1.4,,,0,12,Other fruits and vegetables 
5260,5,260,Fruits and their products,Pomegranate,,0.56,79,78.7,1.4,0.6,14.8,4,0.5,12,0.7,9,33,243,3,0.38,0.14,2,0,23,0,0.6,0.07,0.05,0.3,0.13,24,0,15.1,Other fruits and vegetables 
5261,5,261,Fruits and their products,Plantain@ ripe,,0.65,142,63.3,1.2,0.3,32,2.3,1,7,0.9,37,34,500,4,0.12,0.08,43,0,518,0,0.2,0.07,0.05,0.7,0.3,22,0,18.4,Other fruits and vegetables 
5263,5,263,Fruits and their products,Shea fruit ,,1,99,73.3,1.5,0.9,19.1,3.7,1.5,37,1.8,6,26,13,3,0.18,0.08,66,0,795,0,,0.01,0.03,1,,,0,19.1,Other fruits and vegetables 
5264,5,264,Fruits and their products,Sweet apple@ fruit,,0.6,92,75.7,1.4,0.2,20.2,1.7,0.9,24,0.7,21,33,264,9,,,0,0,3,0,,0.11,0.13,0.9,0.2,,0,36,Other fruits and vegetables 
6266,6,266,Nuts@ seeds and their products,Coconut@ mature kernel@ fresh,,0.7,382,43.1,3.6,36.9,6.2,9.3,1,17,2.4,38,106,415,22,0.84,0.42,0,0,0,0,0.73,0.04,0.02,0.5,0.05,27,0,2.2,Legumes and nuts 
6267,6,267,Nuts@ seeds and their products,Coconut@ immature kernel@ fresh,,0.3,160,74,1.6,13.5,6.7,3.3,0.8,19,2.2,17,111,218,8,0.39,0.19,0,0,0,0,0.27,0.07,0.05,0.6,0.02,12,0,2,Legumes and nuts 
6268,6,268,Nuts@ seeds and their products,Coconut@ kernel@ dried,,1,598,8.6,5.9,56.4,10.2,17,1.9,32,3.4,74,177,617,33,1.5,0.8,0,0,0,0,1.2,0.08,0.08,0.9,0.08,26,0,0.3,Legumes and nuts 
